Sector,Stage,Amount($),HeadQuarter,Founded,isSuccessFull
Retail,Seed,7000000.0,Gurugram,2018,0
Gaming,Seed,30000000.0,Gurugram,2018,0
Location Analytics,Seed,1000000.0,Bangalore,2019,0
Media,Seed,450000000.0,Bangalore,2018,0
Transportation,Seed,125171163.09181623,Bangalore,2020,0
Consumer Electronics,Seed,28000000.0,Mumbai,2015,0
EdTech,Seed,300000.0,New Delhi,2020,0
Tobacco,Seed,3500000.0,New Delhi,2020,0
EdTech,Seed,125171163.09181623,Bangalore,2015,0
Deeptech,Series A,8500000.0,Bangalore,2014,0
EdTech,Seed,25000000.0,Mumbai,2015,0
EdTech,Pre-Seed,500000.0,Bangalore,2020,0
Insuretech,Pre-Series A,1700000.0,Mumbai,2019,0
Logistics & Supply Chain,Seed,3500000.0,Chennai,2020,0
Financial Services,Series A,25000000.0,New Delhi,2018,0
EdTech,Pre-Seed,400000.0,Goa,2020,0
MLOps platform,Seed,1000000.0,Chennai,2018,0
Logistics & Supply Chain,Series B,12000000.0,Gurugram,2015,0
Venture Capital,Seed,225000000.0,Bangalore,2015,0
Financial Services,Series A,3000000.0,Gurugram,2020,0
Pet care,Series A,37000000.0,New Delhi,2008,0
Food & Beverages,Pre-Series B,2000000.0,New Delhi,2012,0
Consumer Goods,Series A,2000000.0,Hyderabad,2017,0
FinTech,Series E,370000000.0,New Delhi,2018,1
FinTech,Seed,700000.0,Bangalore,2020,0
FinTech,Pre-Series A,5000000.0,Bangalore,2020,0
Healthcare,Series A,16000000.0,Bangalore,2020,0
Media,Pre-Series A,2000000.0,Gurugram,2017,0
Logistics,Seed,500000.0,Mumbai,2020,0
Healthcare,Seed,125171163.09181623,Bangalore,2017,0
EdTech,Pre-Series A,125171163.09181623,Bangalore,2014,0
EdTech,Pre-Seed,200000.0,Gurugram,2020,0
FinTech,Series C,10000000.0,Gurugram,2015,0
AgriTech,Seed,2000000.0,Bangalore,2020,0
Drone,Seed,100000.0,Chennai,2019,0
Banking,Series B,44000000.0,Mumbai,2019,0
Deeptech,Seed,1000000.0,Bangalore,2012,0
SportsTech,Pre-Series A,500000.0,Bangalore,2014,0
Health,Series B,20000000.0,Mumbai,2018,0
Consumer Goods,Series C,10000000.0,New Delhi,2012,0
Computer software,Series A,1700000.0,Bangalore,2020,0
Wholesale,Seed,3500000.0,Bangalore,2020,0
Consumer Goods,Pre-Seed,300000.0,Gurugram,2020,0
Apparel & Fashion,Series A,20000000.0,Gurugram,2020,0
Industrial Automation,Pre-Series A,125171163.09181623,Chennai,2015,0
Logistics & Supply Chain,Seed,770000.0,Pune,2016,0
Logistics & Supply Chain,Seed,1200000.0,Bangalore,2016,0
Healthcare,Seed,125171163.09181623,Thane,2014,0
Construction,Series D,125000000.0,Thane,2016,0
E-learning,Series B,35000000.0,Gurgaon,2015,0
Food & Beverages,Seed,40000000.0,Mumbai,2012,0
Consumer Services,Series B,40000000.0,Bangalore,2015,0
Venture Capital & Private Equity,Seed,50000000.0,Mumbai,2018,0
Financial Services,Series A,4900000.0,Bangalore,2021,0
"Health, Wellness & Fitness",Seed,145000000.0,Bangalore,2016,0
OTT,Series B,22000000.0,Bangalore,2018,0
Automotive,Seed,10000000.0,Vadodara,2018,0
Education Management,Series B,13000000.0,Gurugram,2017,0
Financial Services,Series A,10000000.0,Mumbai,2015,0
Computer Software,Series A,10000000.0,Mumbai,2009,0
AgriTech,Series D,70000000.0,Pune,2013,0
Information Technology & Services,Series D,100000000.0,Mumbai,2015,0
Insurance,Seed,6700000.0,Mumbai,2002,0
Software Startup,Series D,30000000.0,Bangalore,2014,0
Computer & Network Security,Series A,7000000.0,Bangalore,2015,0
Automotive,Pre-Series A,5000000.0,Bangalore,2020,0
Capital Markets,Series A,6600000.0,Bangalore,2021,0
Social network,Seed,32000000.0,Gurugram,2021,0
Automotive,Series C,150000000.0,Bangalore,2021,1
Hospital & Health Care,Series E,24000000.0,Hyderabad,2009,0
Information Technology & Services,Seed,700000.0,Bangalore,2020,0
Financial Services,Seed,125171163.09181623,Bangalore,2021,0
E-learning,Seed,200000.0,Pune,2021,0
Music,Seed,1500000.0,Mumbai,2021,0
Information Technology & Services,Pre-Series A,1300000.0,Hyderabad,2015,0
Financial Services,Pre-Series A,1000000.0,Mumbai,2019,0
Insurance,Pre-Series A,725000.0,New Delhi,2018,0
Consumer Goods,Seed,500000.0,Mumbai,2020,0
Hauz Khas,Seed,461000.0,Food & Beverages,2020,0
Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Seed,125171163.09181623,Pharmaceuticals	#REF!,2009,0
Capital Markets,Series A,6600000.0,Bangalore,2021,0
Social network,Seed,32000000.0,Gurugram,2021,0
Automotive,Series C,150000000.0,Bangalore,2021,1
Hospital & Health Care,Series E,24000000.0,Hyderabad,2009,0
Information Technology & Services,Seed,700000.0,Bangalore,2020,0
Financial Services,Seed,125171163.09181623,Bangalore,2021,0
E-learning,Seed,200000.0,Pune,2021,0
Music,Seed,1500000.0,Mumbai,2021,0
Information Technology & Services,Pre-Series A,1300000.0,Hyderabad,2015,0
Financial Services,Pre-Series A,1000000.0,Mumbai,2019,0
Insurance,Pre-Series A,725000.0,New Delhi,2018,0
Consumer Goods,Seed,500000.0,Mumbai,2020,0
Hauz Khas,Seed,461000.0,Food & Beverages,2020,0
Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Seed,125171163.09181623,Pharmaceuticals	#REF!,2009,0
MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Seed,125171163.09181623,Gurugram	#REF!,2021,0
Hospital & Health Care,Series E,96000000.0,Gurugram,2018,0
"Health, Wellness & Fitness",Series A,5000000.0,Mumbai,2018,0
Financial Services,Series A,70000000.0,Bangalore,2020,0
E-learning,Seed,5000000.0,Hyderabad,2018,0
Retail,Series A,4000000.0,Kolkata,2018,0
Cosmetics,Series A,32000000.0,Noida,2002,0
FinTech,Series C,60000000.0,Bangalore,2012,0
Information Technology & Services,Series A,7000000.0,Mumbai,2017,0
Consumer Electronics,Seed,20000000.0,Mumbai,2012,0
Mobility,Seed,500000000.0,Bangalore,2010,0
Social media,Series G,266000000.0,Bangalore,2015,0
Financial Services,Seed,4500000.0,Bangalore,2020,0
Real Estate,Seed,1200000.0,Mumbai,2020,0
E-learning,Pre-Seed,4000000.0,Gurugram,2020,0
"Health, Wellness & Fitness",Seed,300000.0,Mumbai,2020,0
Digital platform,Seed,200000.0,Noida,2021,0
E-learning,Seed,9500000.0,Noida,2021,0
Computer Software,Seed,1200000.0,Pune,2017,0
Financial Services,Seed,325000000.0,Gurugram,2015,1
B2B Ecommerce,Series D,100000000.0,Mumbai,2015,0
Online Media,Series A,6500000.0,Bangalore,2019,0
Computer Software,Pre-Series A,4000000.0,Bangalore,2017,0
Information Technology & Services,Seed,1600000.0,Hyderabad,2014,0
Industrial Automation,Seed,400000.0,Bangalore,2019,0
E-commerce,Pre-Seed,225000.0,Thane,2019,0
Real Estate,Seed,5000000.0,Bangalore,2019,0
E-commerce,Seed,100000000.0,Bangalore,2021,0
"Health, Wellness & Fitness",Seed,10000000.0,New Delhi,2015,0
B2B Ecommerce,Series C,85000000.0,Bangalore,2015,0
Logistics & Supply Chain,Series B,40000000.0,Bangalore,2019,0
Consumer Electronics,Seed,200000.0,New Delhi,2018,0
E-learning,Pre-Seed,235000.0,Bangalore,2019,0
Consumer Goods,Pre-Seed,260000.0,Gurugram,2021,0
Logistics & Supply Chain,Series A,7000000.0,Pune,2019,0
Consumer Goods,Series A,30000000.0,Ahmedabad,2015,0
Social commerce,Seed,2900000.0,New Delhi,2020,0
Logistics & Supply Chain,Pre-Series B,12000000.0,Bangalore,2019,0
Financial Services,Series F,53000000.0,Jaipur,1994,0
Food & Beverages,Series A,3500000.0,Gurugram,2017,0
Apparel & Fashion,Pre-Series A,700000.0,Jaipur,2016,0
Information Technology & Services,Seed,3000000.0,Mumbai,2010,0
Apparel & Fashion,Seed,1000000.0,Mumbai,2011,0
Hospital & Health Care,Seed,125171163.09181623,Mumbai,2020,0
Food & Beverages,Seed,3000000.0,Gurugram,2020,0
Mobile Games,Seed,1100000.0,Bangalore,2020,0
Food & Beverages,Seed,150000.0,Noida,2012,0
Hospital & Health Care,Seed,125171163.09181623,Mohali,2013,0
Computer Software,Seed,125171163.09181623,Bangalore,2015,0
Banking,Series C,86000000.0,Mumbai,2019,0
Food Production,Seed,130000.0,Hyderabad,2021,0
Dating,Seed,10000.0,Noida,2020,0
E-commerce,Series B,111000000.0,New Delhi,2021,0
"Health, Wellness & Fitness",Seed,37000000.0,Gurugram,2016,0
Insurance,Series B,6000000.0,Gurugram,2011,0
Construction,Seed,265000.0,Gurugram,2019,0
Information Technology & Services,Seed,1000000.0,Chennai,2006,0
Financial Services,Seed,76000000.0,Pune,2019,0
EdTech,Series B,30000000.0,Gurugram,2016,0
Podcast,Seed,125171163.09181623,New Delhi,2015,0
Construction,Series C,100000000.0,Thane,2016,0
HeathTech,Seed,200000.0,Bangalore,2017,0
Battery,Seed,125171163.09181623,New Delhi,2019,0
EdTech,Seed,2000000.0,Bangalore,2017,0
Healthcare,Seed,125171163.09181623,Mumbai,2019,0
EdTech,Series B,4000000.0,New Delhi,2017,0
FinTech,Series C,75000000.0,Bangalore,2018,0
Content publishing,Pre-Series A,1000000.0,Mumbai,2019,0
Dating,Pre-Series A,125171163.09181623,Bangalore,2014,0
FinTech,Seed,3800000.0,Mumbai,2016,0
AI startup,Seed,1500000.0,Bangalore,2016,0
EdTech,Pre-Series A,800000.0,Bangalore,2018,0
FinTech,Seed,15000000.0,Bangalore,2020,0
EdTech,Debt Financing,3000000.0,Bangalore,2000,0
EdTech,Pre-Series A,2000000.0,Pune,2015,0
E-commerce,Seed,1000000.0,Gurugram,2019,0
FinTech,Seed,100000000.0,Bangalore,2019,0
Transportation,Pre-Series A,125171163.09181623,Haryana,2019,0
HealthTech,Series A,12000000.0,Bangalore,2017,0
EdTech,Seed,125171163.09181623,Bangalore,2020,0
Helathcare,Seed,100000.0,Bangalore,2018,0
Water purification,Pre-Series A,1600000.0,Gurugram,2015,0
FinTech,Series D,100000000.0,New Delhi,2018,0
EdTech,Pre-Seed,260000.0,New Delhi,2020,0
Real Estate,Seed,2000000.0,Mumbai,2020,0
FinTech,Pre-Seed,300000.0,Gujarat,2020,0
E-commerce,Debt Financing,30000000.0,Mumbai,2011,0
HealthTech,Seed,400000.0,Chandigarh,2020,0
Content commerce,Pre-Seed,125171163.09181623,New Delhi,2020,0
Innovation Management,Series H,1000000000.0,Bangalore,2007,0
Software company,Seed,200000.0,Indore,2020,0
Automation,Seed,400000.0,Powai,2017,0
EdTech,Series A,5000000.0,Bangalore,2019,0
Food Industry,Seed,15000000.0,Chennai,2011,0
FinTech,Seed,1000000.0,Bangalore,2020,0
FinTech,Series B,10000000.0,Mumbai,2019,0
Celebrity Engagement,Seed,1000000.0,Gurugram,2020,0
Trading platform,Seed,2000000.0,Gurugram,2020,0
FinTech,Debt Financing,10000000.0,Mumbai,2016,0
E-commerce,Seed,200000.0,Gurugram,2020,0
FinTech,Debt Financing,1000000.0,New Delhi,2017,0
Hospitality,Pre-Series A,600000.0,New Delhi,2017,0
Gaming,Seed,10000000.0,Mumbai,2000,0
Personal Care,Seed,6000000.0,Mumbai,2018,0
EdTech,Series C,18000000.0,Gurugram,2018,0
HealthTech,Seed,2200000.0,Bangalore,2016,0
Transportation,Seed,150000.0,Ghaziabad,2020,0
HealthTech,Series B,40000000.0,Bangalore,2000,0
E-commerce,Series D,120000000.0,Bangalore,2018,0
Healthcare,Seed,500000.0,Hyderabad,2017,0
EdTech,Seed,125171163.09181623,Gurugram,2019,0
FinTech,Seed,20000000.0,New Delhi,2017,0
HealthTech,Pre-Seed,350000.0,Nagpur,2020,0
FinTech,Debt Financing,1000000.0,New Delhi,2016,0
Cannabis startup,Seed,200000.0,Noida,2017,0
Gaming,Seed,95000000.0,Bangalore,2018,0
Blogging,Series A,4100000.0,Bangalore,2020,0
Healthcare,Series A,5200000.0,Mumbai,2016,0
AgriTech,Debt Financing,10000000.0,Gurugram,2010,0
Consulting,Seed,125171163.09181623,Gurugram,2018,0
BioTechnology,Pre-Series A,5000000.0,New Delhi,2015,0
HealthTech,Seed,4000000.0,Bangalore,2019,0
EdTech,Pre-Series A,125171163.09181623,Noida,2019,0
FinTech,Seed,8000000.0,Gurugram,2019,0
B2B Marketplace,Seed,1400000.0,Bangalore,2018,0
EdTech,Seed,1500000.0,West Bengal,2019,0
E-commerce,Pre-Series A,125171163.09181623,Mumbai,2020,0
Health care,Seed,125171163.09181623,Mumbai,2018,0
FinTech,Seed,10000000.0,New Delhi,2020,0
FinTech,Seed,125171163.09181623,New Delhi,2018,0
Tech Startup,Seed,1000000.0,New Delhi,2020,0
EdTech,Seed,1000000.0,New Delhi,2020,0
B2B service,Seed,300000.0,Bangalore,2020,0
Hospitality,Seed,1000000.0,Mumbai,2015,0
Tech Startup,Seed,9000000.0,Hyderabad,2018,0
Social audio,Seed,3000000.0,Bangalore,2017,0
Fashion and lifestyle,Seed,125171163.09181623,Mumbai,2016,0
Gaming,Seed,5000000.0,Bangalore,2018,0
FinTech,Seed,2000000.0,Bangalore,2020,0
Fashion and lifestyle,Seed,6000000.0,New Delhi,2016,0
Delivery service,Series E,40000000.0,Bangalore,2015,0
EdTech,Seed,2000000.0,Mumbai,2020,0
EdTech,Pre-Series A,1000000.0,New Delhi,2015,0
B2B Manufacturing,Seed,2600000.0,Gurgaon,2020,0
FinTech,Debt Financing,6000000.0,New Delhi,2018,0
Gaming,Seed,1600000.0,Bangalore,2020,0
Home Decor,Seed,2000000.0,Bangalore,2012,0
Solar,Pre-Series A,900000.0,New Delhi,2015,0
TaaS startup,Seed,250000.0,New Delhi,2020,0
FinTech,Seed,125171163.09181623,Bangalore,2016,0
FinTech,Debt Financing,10000000.0,New Delhi,2018,0
Health care,Seed,16000000.0,Bangalore,2017,0
EdTech,Seed,2500000.0,Gurgaon,2019,0
EV startup,Seed,7000000.0,Noida,2017,0
HR Tech,Seed,15000000.0,Hyderabad,2015,0
AgriTech,Series C,30000000.0,Patna,2012,0
AgriTech,Debt Financing,10000000.0,Chennai,2014,0
Blockchain startup,Seed,1500000.0,New Delhi,2019,0
Food and Beverages,Seed,1000000.0,Pune,2011,0
FinTech,Seed,1000000.0,Bangalore,2020,0
Beverages,Series A,2000000.0,New Delhi,2016,0
EdTech,Seed,300000.0,Mumbai,2019,0
Manufacturing startup,Seed,1500000.0,Mumbai,2018,0
FinTech,Seed,3000000.0,Mumbai,2019,0
Cryptocurrency,Series A,15000000.0,Bangalore,2017,0
E-commerce,Seed,11000000.0,Bangalore,2016,0
E-commerce,Debt Financing,6000000.0,Thane,2016,0
Vehicle repair startup,Seed,1000000.0,Bangalore,2018,0
IT,Seed,7000000.0,Mumbai,2014,0
EdTech,Seed,50000000.0,Bangalore,2015,0
AgriTech,Series A,3000000.0,Samsitpur,2012,0
Social network,Seed,125171163.09181623,Bangalore,2018,0
Advisory firm,Pre-Seed,125171163.09181623,Mumbai,2019,0
Media,Seed,200000.0,Lucknow,2016,0
EdTech,Seed,1800000.0,Pune,2015,0
Healthcare,Series A,5000000.0,Mumbai,2018,0
Food and Beverages,Series B,14300000.0,Bangalore,2015,0
FinTech,Series A,4000000.0,Pune,2015,0
Gaming,Seed,10000000.0,Gurgaon,2018,0
Gaming,Seed,125171163.09181623,Chandigarh,2020,0
Insuretech,Seed,300000.0,Bangalore,2019,0
Legaltech,Seed,500000.0,Ahmedabad,2015,0
EdTech,Pre-Series B,4000000.0,Telangana,2018,0
FinTech,Series C,81000000.0,Bangalore,2018,0
Pollution control equiptment,Seed,1000000.0,Bangalore,2018,0
FinTech,Pre-Series A,1300000.0,Gurgaon,2018,0
Fashion & Lifestyle,Private Equity,100000000.0,Mumbai,2016,0
Media,Seed,2000000.0,Mumbai,2013,0
EdTech,Series A,5000000.0,Bangalore,2020,0
Healthcare,Seed,300000.0,Bangalore,2019,0
FinTech,Debt Financing,8200000.0,New Delhi,2018,0
AgriTech,Series C,20000000.0,Bangalore,2010,0
E-commerce,Seed,280000000.0,Bangalore,2016,1
Cosmetics,Seed,200000.0,Haryana,2018,0
Hospitality,Series F,7000000.0,Gurgaon,2012,0
AgriTech,Seed,125171163.09181623,Pune,2018,0
FinTech,Seed,4000000.0,Mumbai,2016,0
EdTech,Pre-Series A,100000.0,Mumbai,2019,0
EdTech,Seed,500000.0,New Delhi,2020,0
BioTechnology,Seed,70000000.0,Bangalore,1978,0
E-commerce,Pre-Seed,720000.0,Mumbai,2020,0
Healthcare,Pre-Series A,3000000.0,Gurgaon,2018,0
EdTech,Series A,3000000.0,Chennai,2012,0
Logistics,Series B,15000000.0,Gurugram,2018,0
Food & Beverages,Seed,600000.0,Chennai,2018,0
Cosmetics,Series A,10000000.0,Jaipur,2020,0
Blockchain,Seed,9000000.0,New Delhi,2019,0
Automotive,Pre-Series A,1000000.0,Gurugram,2018,0
Financial Services,Seed,10000000.0,Bangalore,2016,0
EdTech,Series A,5000000.0,Bangalore,2015,0
Consulting,Seed,1800000.0,Bangalore,2021,0
Real Estate,Series A,6000000.0,Bangalore,2019,0
E-commerce,Seed,300000.0,Bangalore,2020,0
SaaS startup,Seed,1500000.0,Bangalore,2020,0
Media,Seed,2000000.0,Pune,2014,0
Fitness,Seed,1000000.0,Silvassa,2019,0
Healthcare,Seed,4000000.0,Mumbai,2020,0
D2C,Seed,40000000.0,Mumbai,2015,0
IT,Seed,1600000.0,Bangalore,2019,0
Gaming,Pre-Series A,2000000.0,Bangalore,2015,0
EdTech,Pre-Series A,2000000.0,Noida,2020,0
Mobility,Pre-Series A,5000000.0,Gurugram,2019,0
Media,Seed,300000.0,Ahmedabad,2018,0
FinTech,Pre-Seed,330000.0,Hyderabad,2017,0
IT,Seed,1000000.0,Gurugram,2020,0
IT,Seed,53000000.0,Gurugram,2007,0
Food & Beverages,Series A,6000000.0,Mumbai,2019,0
Fitness,Seed,800000.0,Bangalore,2021,0
E-learning,Seed,125171163.09181623,Jaipur,2020,0
Automobile,Seed,200000000.0,Gurugram,2014,0
Environmental Services,Seed,1000000.0,Noida,2003,0
Consumer Services,Pre-Series A,2000000.0,Bangalore,2019,0
Healthcare,Seed,50000000.0,Gurugram,2016,0
D2C,Series A,36000000.0,Bangalore,2021,0
Food & Beverages,Pre-Series A,125171163.09181623,Lucknow,2017,0
Merchandise,Pre-Series A,300000.0,Mumbai,2016,0
Facilities Services,Seed,200000.0,Pune,2019,0
EdTech,Pre-Series A,1000000.0,Gurugram,2016,0
Healthcare,Series A,5000000.0,Bangalore,2015,0
Logistics & Supply Chain,Series E,67000000.0,Bangalore,2015,0
Marketing & Advertising,Seed,2000000.0,Bangalore,2020,0
Computer software,Seed,125171163.09181623,Bangalore,2019,0
Healthcare,Series A,2500000.0,New Delhi,2018,0
Human Resources,Pre-Series A,125171163.09181623,Thiruvananthapuram,2016,0
Automotive,Seed,125171163.09181623,Hyderabad,2020,0
Healthcare,Seed,5000000.0,Bangalore,2020,0
Logistics,Series A,12000000.0,Bangalore,2019,0
Food & Beverages,Series A,10200000.0,Gurugram,2020,0
Eyewear,Seed,220000000.0,Faridabad,2008,0
Healthcare,Seed,4500000.0,Bangalore,2020,0
EdTech,Seed,200000.0,Chennai,2015,0
Consumer Services,Pre-Series A,1000000.0,Bangalore,2017,0
FinTech,Seed,25000000.0,New Delhi,2017,0
D2C Business,Series A,150000000.0,New Delhi,2021,0
Automotive,Series D,108000000.0,Gurugram,2015,0
Biotechnology,Series A,4000000.0,Bangalore,2017,0
Human Resources,Seed,500000.0,Pune,2018,0
Healthcare,Pre-Seed,330000.0,Bangalore,2020,0
Farming,Seed,13000000.0,Bangalore,2020,0
Automotive,Seed,500000.0,Bangalore,2015,0
NFT Marketplace,Seed,125171163.09181623,Gurugram,2021,0
Healthcare,Series C,75000000.0,Bangalore,2012,0
FinTech,Seed,450000.0,Gurugram,2017,0
Healthcare,Seed,10000000.0,Gurugram,2018,0
FinTech,Seed,10000000.0,Bangalore,2016,0
EdTech,Seed,125171163.09181623,Mumbai,2017,0
Solar,Seed,2000000.0,New Delhi,2016,0
Biotechnology,Series B,9000000.0,Bangalore,2010,0
Consumer Goods,Seed,500000.0,Mumbai,2018,0
Internet,Seed,5000000.0,Bangalore,2020,0
Information Technology,Seed,1200000.0,Bangalore,2020,0
Internet,Seed,60000000.0,Noida,2013,0
SpaceTech,Seed,2500000.0,Bangalore,2018,0
AgriTech,Seed,700000.0,Chennai,2018,0
Real Estate,Seed,25000000.0,Gurugram,2014,0
Hospitality,Seed,660000000.0,Gurugram,2013,0
Computer software,Seed,125171163.09181623,Bangalore,2017,0
Healthcare,Seed,125171163.09181623,Gurugram,2019,0
Automotive,Debt Financing,100000000.0,Bangalore,2017,0
Consumer software,Seed,1300000.0,Noida,2019,0
EdTech,Seed,3000000.0,Bangalore,2012,0
EdTech,Other,125171163.09181623,New Delhi,2020,0
Social commerce,Series B,45000000.0,Bangalore,2016,0
EdTech,Seed,1000000.0,Kolkata,2008,0
Healthcare,Seed,500000.0,Mumbai,2020,0
Food & Beverages,Seed,125171163.09181623,Bangalore,2008,0
Social community,Seed,3200000.0,Bangalore,2019,0
Information Technology,Seed,370000.0,Bangalore,2019,0
EdTech,Seed,125171163.09181623,Noida,2016,0
Food & Beverages,Seed,125171163.09181623,Hyderabad,2017,0
Fishery,Pre-Series A,4000000.0,Chennai,2017,0
EdTech,Seed,1800000.0,Bangalore,2020,0
Apparel & Fashion,Pre-Series A,300000.0,Gurugram,2019,0
Computer software,Seed,150000.0,Mumbai,2019,0
Human Resources,Other,125171163.09181623,Mumbai,2020,0
Renewables & Environment,Seed,125171163.09181623,Roorkee,2019,0
Consumer Goods,Seed,125171163.09181623,Gurugram,2021,0
Online storytelling,Seed,48000000.0,Bangalore,2015,0
Automotive,Pre-Series A,35000000.0,Bangalore,2017,0
Deeptech,Pre-Series A,300000.0,Mumbai,2018,0
Farming,Seed,3000000.0,Bangalore,2019,0
Consumer Goods,Pre-Series A,1000000.0,Mumbai,2019,0
B2B E-commerce,Seed,125171163.09181623,New Delhi,2020,0
Automotive,Pre-Series A,3600000.0,Mumbai,2016,0
Insuretech,Seed,200000000.0,Bangalore,2016,0
Food & Beverages,Series A,11000000.0,Mumbai,2020,0
Food & Beverages,Series F,192000000.0,Bangalore,2015,1
Gaming,Series C,65000000.0,New Delhi,2018,0
Consumer Goods,Seed,100000000.0,Bangalore,2012,0
Aviation,Pre-Series A,3000000.0,Bangalore,2014,0
IT company,Pre-Series A,125171163.09181623,Gurugram,2016,0
Healthcare,Seed,125171163.09181623,Pune,2015,0
FinTech,Seed,2500000.0,Bangalore,2020,0
EdTech,Seed,125171163.09181623,Bangalore,2020,0
Internet,Pre-Series A,1400000.0,Noida,2018,0
Information Technology,Seed,600000.0,Noida,1998,0
Healthcare,Seed,2000000.0,Bangalore,2015,0
FinTech,Seed,125171163.09181623,Bangalore,2019,0
Information Technology,Seed,370000.0,Bangalore,2019,0
Information Technology,Seed,125171163.09181623,Bangalore,2016,0
Healthcare,Pre-Series B,5000000.0,New Delhi,2015,0
Cosmetics,Seed,1200000.0,Gurugram,2020,0
Computer software,Seed,1900000.0,Mumbai,2019,0
Food & Beverages,Seed,1000000.0,Bangalore,2019,0
EdTech,Seed,300000.0,Mumbai,2020,0
Computer software,Seed,125171163.09181623,Bangalore,2019,0
Consumer Goods,Seed,200000.0,Ambernath,2016,0
Logistics,Series D,41000000.0,New Delhi,2012,0
Retail,Seed,144000000.0,Bangalore,2018,0
EdTech,Pre-Series B,20000000.0,Bangalore,2020,0
Transportation,Pre-Series A,5000000.0,Bangalore,2017,0
Hospitality,Pre-Series A,1000000.0,New Delhi,2014,0
Computer software,Pre-Seed,125171163.09181623,New Delhi,2020,0
Environmental service,Pre-Seed,125171163.09181623,Noida,2019,0
Construction,Seed,5200000.0,Bangalore,2020,0
Industrial Automation,Seed,125171163.09181623,Bangalore,2020,0
Logistics,Series H,270000000.0,Gurugram,2011,0
EdTech,Pre-Series A,600000.0,New Delhi,2014,0
Job discovery platform,Seed,140000.0,New Delhi,2020,0
D2C Fashion,Seed,125171163.09181623,Gurugram,2020,0
HealthCare,Pre-Series A,1000000.0,New Delhi,2015,0
SpaceTech,Pre-Seed,125171163.09181623,Chennai,2020,0
HealthCare,Seed,5000000.0,Hyderabad,2021,0
Home services,Series F,250000000.0,New Delhi,2014,0
Rental,Pre-Series A,1000000.0,Ahmadabad,2014,0
Logistics,Series C,50000000.0,Bangalore,2015,0
EdTech,Seed,3000000.0,Bangalore,2020,0
EdTech,Seed,500000.0,Bangalore,2020,0
FinTech,Seed,8000000.0,Bangalore,2018,0
EdTech,Pre-Series A,400000.0,Pune,2016,0
HealthCare,Seed,125171163.09181623,Mumbai,2019,0
Fashion,Seed,125171163.09181623,Bangalore,2019,0
FinTech,Series A,125171163.09181623,Mumbai,2015,0
Logistics,Seed,3000000.0,New Delhi,2009,0
HealthCare,Seed,1000000.0,New Delhi,2018,0
AgriTech,Seed,400000.0,Bangalore,2019,0
HealthCare,Seed,125171163.09181623,Bangalore,2020,0
Mobility,Seed,300000.0,Chennai,2014,0
EdTech,Pre-Series A,3000000.0,Gurugram,2019,0
FinTech,Seed,125171163.09181623,Bangalore,2015,0
E-commerce,Pre-Series A,2000000.0,Mumbai,2017,0
Heathcare,Series A,5000000.0,Mumbai,2019,0
E-commerce,Seed,3000000.0,New Delhi,2015,0
Heathcare,Seed,3000000.0,Bangalore,2000,0
Food & Beverages,Pre-Series A,300000.0,New Delhi,2018,0
FinTech,Seed,6000000.0,Bangalore,2013,0
IT startup,Seed,100000.0,Panchkula,2019,0
Logistics,Seed,1000000.0,New Delhi,2016,0
FinTech,Series A,20000000.0,Bangalore,2020,0
Renewable Energy,Series A,4500000.0,Pune,2018,0
Consulting,Seed,150000.0,New Delhi,2018,0
EdTech,Debt Financing,2000000.0,New Delhi,2017,0
Logistics,Series A,5000000.0,Thane,2010,0
CRM,Seed,320000.0,Bangalore,2016,0
EV startup,Seed,2000000.0,Bangalore,2016,0
HealthCare,Seed,125171163.09181623,Mumbai,2019,0
HealthCare,Pre-Series B,3000000.0,Gurugram,2013,0
FinTech,Seed,1000000.0,New Delhi,2017,0
Software,Seed,1800000.0,Bangalore,2020,0
Logistics,Pre-Series A,1000000.0,Bangalore,2019,0
E-commerce,Debt Financing,4000000.0,Bangalore,2015,0
EdTech,Seed,350000000.0,Bangalore,2011,1
Nutrition,Seed,1000000.0,New Delhi,2018,0
SaaS startup,Series A,9000000.0,New Delhi,2019,0
FinTech,Seed,600000.0,New Delhi,2020,0
Logistics,Seed,125171163.09181623,New Delhi,2020,0
FinTech,Series A,4800000.0,Mumbai,2015,0
FinTech,Series A,38000000.0,Bangalore,2019,0
Human Resources,Series B,70000000.0,Bangalore,2019,0
Fashion,Series A,4000000.0,Surat,2017,0
D2C startup,Seed,125171163.09181623,Bangalore,2014,0
SaaS startup,Series B,200000000.0,Mumbai,2011,0
Insuretech,Pre-Series A,3000000.0,New Delhi,2018,0
HealthCare,Seed,125171163.09181623,Coimbatore,2014,0
SaaS startup,Seed,125000.0,Bangalore,2020,0
Innovation management,Pre-Series A,500000.0,Mumbai,2011,0
EdTech,Pre-Series A,1000000.0,Andheri,2019,0
Insuretech,Series C,45000000.0,Gurugram,2015,0
AI startup,Seed,125171163.09181623,Bangalore,2017,0
Community platform,Series A,26000000.0,Bangalore,2020,0
AgriTech,Pre-Series A,3800000.0,Noida,2019,0
FinTech,Seed,1200000.0,Mumbai,2017,0
